Violation Precinct,Issue Date,count
24,2015-11-30,2557
24,2015-12-31,1895
24,2016-01-31,2581
24,2016-02-29,2981
24,2016-03-31,3261
24,2016-04-30,2760
24,2016-05-31,2442
24,2016-06-30,2604
24,2016-07-31,1532
24,2016-08-31,2155
24,2016-09-30,2191
24,2016-10-31,2251
24,2016-11-30,2062
24,2016-12-31,1509
24,2017-01-31,1676
24,2017-02-28,1445
24,2017-03-31,1600
24,2017-04-30,1632
24,2017-05-31,1664
24,2017-06-30,1207
24,2017-07-31,12
24,2017-09-30,3
24,2017-10-31,5
24,2017-11-30,4
24,2017-12-31,3
25,2014-01-31,1347
25,2014-02-28,1320
25,2014-03-31,1623
25,2014-04-30,1688
25,2014-05-31,1624
25,2014-06-30,1637
25,2014-07-31,1551
25,2014-08-31,1996
25,2014-09-30,2186
25,2014-10-31,1747
25,2014-11-30,1717
25,2014-12-31,1486
25,2015-01-31,1854
25,2015-02-28,1438
25,2015-03-31,1772
25,2015-04-30,1661
25,2015-05-31,1686
25,2015-06-30,2466
25,2015-07-31,1793
25,2015-08-31,1619
25,2015-09-30,1858
25,2015-10-31,1605
25,2015-11-30,1115
25,2015-12-31,1041
25,2016-01-31,1237
25,2016-02-29,1172
25,2016-03-31,1236
25,2016-04-30,1522
25,2016-05-31,1156
25,2016-06-30,1087
25,2016-07-31,1252
25,2016-08-31,1383
25,2016-09-30,1477
25,2016-10-31,1482
25,2016-11-30,1370
25,2016-12-31,1031
25,2017-01-31,1227
25,2017-02-28,1213
25,2017-03-31,1218
25,2017-04-30,1742
25,2017-05-31,1491
25,2017-06-30,794
25,2017-07-31,1
25,2017-08-31,2
25,2017-09-30,10
25,2017-10-31,4
25,2017-11-30,5
25,2017-12-31,12
26,2014-01-31,1084
26,2014-02-28,987
26,2014-03-31,1120
26,2014-04-30,1238
26,2014-05-31,1438
26,2014-06-30,1257
26,2014-07-31,1275
26,2014-08-31,1299
26,2014-09-30,1416
26,2014-10-31,1320
26,2014-11-30,992
26,2014-12-31,863
26,2015-01-31,1139
26,2015-02-28,755
26,2015-03-31,895
26,2015-04-30,1036
26,2015-05-31,954
26,2015-06-30,1320
26,2015-07-31,1144
26,2015-08-31,1215
26,2015-09-30,803
26,2015-10-31,1210
26,2015-11-30,799
26,2015-12-31,1043
26,2016-01-31,750
26,2016-02-29,1163
26,2016-03-31,1256
26,2016-04-30,977
26,2016-05-31,871
26,2016-06-30,827
26,2016-07-31,858
26,2016-08-31,1131
26,2016-09-30,893
26,2016-10-31,1055
26,2016-11-30,1022
26,2016-12-31,890
26,2017-01-31,1087
26,2017-02-28,1018
26,2017-03-31,981
26,2017-04-30,1009
26,2017-05-31,918
26,2017-06-30,337
26,2017-07-31,7
26,2017-08-31,1
26,2017-09-30,1
26,2017-10-31,1
26,2017-11-30,4
26,2017-12-31,2
27,2014-01-31,143
27,2014-02-28,88
27,2014-03-31,123
27,2014-04-30,114
27,2014-05-31,75
27,2014-06-30,203
27,2014-07-31,119
27,2014-08-31,90
27,2014-09-30,138
27,2014-10-31,115
27,2014-11-30,109
27,2014-12-31,24
27,2015-01-31,184
27,2015-02-28,152
27,2015-03-31,74
27,2015-04-30,63
27,2015-05-31,66
27,2015-06-30,239
27,2015-07-31,127
27,2015-08-31,124
27,2015-09-30,138
27,2015-10-31,62
27,2015-11-30,9
27,2015-12-31,84
27,2016-01-31,94
27,2016-02-29,70
27,2016-03-31,152
27,2016-04-30,285
27,2016-05-31,205
27,2016-06-30,127
27,2016-07-31,48
27,2016-08-31,21
27,2016-09-30,53
27,2016-10-31,53
27,2016-11-30,53
27,2016-12-31,52
27,2017-01-31,66
27,2017-02-28,2
27,2017-03-31,14
27,2017-04-30,3
27,2017-05-31,4
27,2017-06-30,2
27,2017-07-31,1
27,2017-10-31,1
27,2017-12-31,1
28,2014-01-31,1574
28,2014-02-28,1514
28,2014-03-31,1805
28,2014-04-30,1684
28,2014-05-31,1764
28,2014-06-30,1891
28,2014-07-31,1715
28,2014-08-31,2379
28,2014-09-30,2341
28,2014-10-31,2216
28,2014-11-30,1812
28,2014-12-31,1491
28,2015-01-31,1623
28,2015-02-28,1532
28,2015-03-31,1523
28,2015-04-30,1495
28,2015-05-31,1443
28,2015-06-30,1992
28,2015-07-31,1353
28,2015-08-31,1483
28,2015-09-30,1395
28,2015-10-31,1563
28,2015-11-30,1315
28,2015-12-31,1274
28,2016-01-31,1261
28,2016-02-29,1203
28,2016-03-31,1338
28,2016-04-30,1337
28,2016-05-31,1143
28,2016-06-30,944
28,2016-07-31,893
28,2016-08-31,1063
28,2016-09-30,990
28,2016-10-31,1128
28,2016-11-30,1154
28,2016-12-31,985
28,2017-01-31,947
28,2017-02-28,871
28,2017-03-31,800
28,2017-04-30,797
28,2017-05-31,925
28,2017-06-30,653
28,2017-07-31,3
28,2017-08-31,3
28,2017-09-30,6
28,2017-10-31,4
28,2017-11-30,3
28,2017-12-31,3
29,2014-01-31,8
29,2014-02-28,5
29,2014-03-31,11
29,2014-04-30,9
29,2014-05-31,7
29,2014-06-30,9
29,2014-07-31,5
29,2014-08-31,11
29,2014-09-30,15
29,2014-10-31,7
29,2014-11-30,10
29,2014-12-31,17
29,2015-01-31,2
29,2015-02-28,5
29,2015-03-31,11
29,2015-04-30,7
29,2015-05-31,4
29,2015-06-30,10
29,2015-07-31,13
29,2015-08-31,5
29,2015-09-30,6
29,2015-10-31,9
29,2015-11-30,7
29,2015-12-31,22
29,2016-01-31,10
29,2016-02-29,4
29,2016-03-31,4
29,2016-04-30,4
29,2016-05-31,4
29,2016-06-30,5
29,2016-07-31,4
29,2016-08-31,5
29,2016-09-30,4
29,2016-10-31,1
29,2016-11-30,5
29,2016-12-31,2
29,2017-01-31,5
29,2017-02-28,7
29,2017-03-31,3
29,2017-04-30,2
29,2017-07-31,1
30,2014-01-31,1357
30,2014-02-28,1149
30,2014-03-31,1213
30,2014-04-30,977
30,2014-05-31,1405
30,2014-06-30,1313
30,2014-07-31,1151
30,2014-08-31,1182
30,2014-09-30,1839
30,2014-10-31,1770
30,2014-11-30,1440
30,2014-12-31,1231
30,2015-01-31,1769
30,2015-02-28,1131
30,2015-03-31,1161
30,2015-04-30,1194
30,2015-05-31,1021
30,2015-06-30,1610
30,2015-07-31,1369
30,2015-08-31,1338
30,2015-09-30,1448
30,2015-10-31,1369
30,2015-11-30,1257
30,2015-12-31,1298
30,2016-01-31,1005
30,2016-02-29,1110
30,2016-03-31,1205
30,2016-04-30,1054
30,2016-05-31,851
30,2016-06-30,849
30,2016-07-31,887
30,2016-08-31,971
30,2016-09-30,974
30,2016-10-31,827
30,2016-11-30,674
30,2016-12-31,717
30,2017-01-31,768
30,2017-02-28,703
30,2017-03-31,951
30,2017-04-30,1171
30,2017-05-31,1315
30,2017-06-30,295
30,2017-07-31,6
30,2017-08-31,5
30,2017-09-30,3
30,2017-10-31,2
30,2017-11-30,6
30,2017-12-31,9
31,2014-01-31,5
31,2014-02-28,7
31,2014-03-31,1
31,2014-04-30,6
31,2014-05-31,2
31,2014-06-30,2
31,2014-07-31,7
31,2014-08-31,1
31,2014-09-30,2
31,2014-10-31,3
31,2014-11-30,3
31,2014-12-31,3
31,2015-01-31,3
31,2015-02-28,5
31,2015-03-31,2
31,2015-04-30,3
31,2015-05-31,2
31,2015-06-30,6
31,2015-07-31,5
31,2015-08-31,5
31,2015-09-30,2
31,2015-10-31,1
31,2015-11-30,3
31,2015-12-31,3
31,2016-01-31,2
31,2016-02-29,2
31,2016-03-31,4
31,2016-04-30,3
31,2016-06-30,3
31,2016-07-31,3
31,2016-08-31,1
31,2016-09-30,1
31,2016-10-31,1
31,2017-01-31,1
31,2017-02-28,1
31,2017-03-31,2
31,2017-04-30,1
31,2017-05-31,1
32,2014-01-31,1525
32,2014-02-28,1523
32,2014-03-31,1586
32,2014-04-30,1500
32,2014-05-31,1549
32,2014-06-30,1283
32,2014-07-31,1282
32,2014-08-31,1799
32,2014-09-30,1989
32,2014-10-31,1631
32,2014-11-30,1756
32,2014-12-31,1053
32,2015-01-31,1940
32,2015-02-28,1327
32,2015-03-31,1642
32,2015-04-30,1375
32,2015-05-31,1281
32,2015-06-30,2150
32,2015-07-31,907
32,2015-08-31,1110
32,2015-09-30,1012
32,2015-10-31,1468
32,2015-11-30,1128
32,2015-12-31,1182
32,2016-01-31,1315
32,2016-02-29,1224
32,2016-03-31,1384
32,2016-04-30,1253
32,2016-05-31,992
32,2016-06-30,867
32,2016-07-31,1132
32,2016-08-31,1236
32,2016-09-30,1142
32,2016-10-31,1118
32,2016-11-30,1109
32,2016-12-31,882
32,2017-01-31,948
32,2017-02-28,937
32,2017-03-31,865
32,2017-04-30,805
32,2017-05-31,1025
32,2017-06-30,217
32,2017-07-31,6
32,2017-08-31,1
32,2017-09-30,6
32,2017-10-31,6
32,2017-11-30,6
32,2017-12-31,5
33,2014-01-31,2203
33,2014-02-28,2231
33,2014-03-31,2563
33,2014-04-30,2527
33,2014-05-31,2683
33,2014-06-30,2143
33,2014-07-31,2081
33,2014-08-31,2290
33,2014-09-30,2130
33,2014-10-31,1940
33,2014-11-30,1731
33,2014-12-31,2029
33,2015-01-31,2750
33,2015-02-28,1911
33,2015-03-31,2300
33,2015-04-30,1797
33,2015-05-31,1965
33,2015-06-30,2883
33,2015-07-31,1967
33,2015-08-31,2204
33,2015-09-30,2184
33,2015-10-31,2239
33,2015-11-30,1847
33,2015-12-31,1908
33,2016-01-31,1990
33,2016-02-29,1842
33,2016-03-31,2331
33,2016-04-30,2089
33,2016-05-31,1749
33,2016-06-30,1549
33,2016-07-31,1419
33,2016-08-31,2053
33,2016-09-30,1935
33,2016-10-31,2086
33,2016-11-30,1882
33,2016-12-31,1669
33,2017-01-31,2129
33,2017-02-28,1993
33,2017-03-31,2219
33,2017-04-30,2178
33,2017-05-31,2379
33,2017-06-30,964
33,2017-07-31,4
33,2017-08-31,10
33,2017-09-30,13
33,2017-10-31,6
33,2017-11-30,3
33,2017-12-31,11
34,2014-01-31,2270
34,2014-02-28,2142
34,2014-03-31,2692
34,2014-04-30,2429
34,2014-05-31,2665
34,2014-06-30,2637
34,2014-07-31,2466
34,2014-08-31,3444
34,2014-09-30,3662
34,2014-10-31,2702
34,2014-11-30,2292
34,2014-12-31,3085
34,2015-01-31,3520
34,2015-02-28,2402
34,2015-03-31,2890
34,2015-04-30,2800
34,2015-05-31,2639
34,2015-06-30,3815
34,2015-07-31,2602
34,2015-08-31,2453
34,2015-09-30,2597
34,2015-10-31,2703
34,2015-11-30,2480
34,2015-12-31,1906
34,2016-01-31,2432
34,2016-02-29,2670
34,2016-03-31,3021
34,2016-04-30,2548
34,2016-05-31,2254
34,2016-06-30,1990
34,2016-07-31,2416
34,2016-08-31,2657
34,2016-09-30,2535
34,2016-10-31,2524
34,2016-11-30,2596
34,2016-12-31,2009
34,2017-01-31,2344
34,2017-02-28,2278
34,2017-03-31,2628
34,2017-04-30,2606
34,2017-05-31,3070
34,2017-06-30,961
34,2017-07-31,9
34,2017-08-31,5
34,2017-09-30,10
34,2017-10-31,7
34,2017-11-30,9
34,2017-12-31,9
35,2014-01-31,3
35,2014-02-28,2
35,2014-03-31,2
35,2014-04-30,1
35,2014-05-31,3
35,2014-06-30,6
35,2014-07-31,3
35,2014-08-31,5
35,2014-09-30,6
35,2014-10-31,1
35,2014-11-30,6
35,2015-01-31,1
35,2015-02-28,4
35,2015-03-31,1
35,2015-04-30,1
35,2015-05-31,6
35,2015-06-30,12
35,2015-07-31,2
35,2015-08-31,5
35,2015-09-30,1
35,2015-10-31,2
35,2015-11-30,2
35,2015-12-31,2
35,2016-01-31,4
35,2016-02-29,3
35,2016-03-31,5
35,2016-04-30,3
35,2016-05-31,1
35,2016-06-30,3
35,2016-08-31,4
35,2016-09-30,1
35,2016-10-31,2
35,2016-11-30,2
35,2016-12-31,3
35,2017-01-31,1
35,2017-02-28,2
35,2017-03-31,1
35,2017-04-30,2
35,2017-05-31,5
35,2017-09-30,1
36,2014-01-31,8
36,2014-02-28,8
36,2014-03-31,5
36,2014-04-30,3
36,2014-05-31,3
36,2014-06-30,5
36,2014-07-31,6
36,2014-08-31,8
36,2014-09-30,5
36,2014-10-31,20
36,2014-11-30,4
36,2014-12-31,16
36,2015-01-31,5
36,2015-02-28,1
36,2015-03-31,5
36,2015-04-30,8
36,2015-05-31,2
36,2015-06-30,24
36,2015-07-31,4
36,2015-08-31,3
36,2015-09-30,2
36,2015-10-31,7
36,2015-11-30,4
36,2015-12-31,2
36,2016-01-31,7
36,2016-02-29,2
36,2016-03-31,5
36,2016-04-30,6
36,2016-05-31,5
36,2016-06-30,4
36,2016-07-31,2
36,2016-08-31,12
36,2016-09-30,5
36,2016-10-31,5
36,2016-11-30,3
36,2016-12-31,2
36,2017-01-31,1
36,2017-02-28,3
36,2017-04-30,2
36,2017-05-31,3
36,2017-06-30,5
36,2017-08-31,1
37,2014-01-31,14
37,2014-02-28,14
37,2014-03-31,4
37,2014-04-30,6
37,2014-05-31,9
37,2014-06-30,6
37,2014-07-31,7
37,2014-08-31,6
37,2014-09-30,11
37,2014-10-31,5
37,2014-11-30,4
37,2014-12-31,8
37,2015-01-31,5
37,2015-02-28,2
37,2015-03-31,8
37,2015-04-30,4
37,2015-05-31,6
37,2015-06-30,12
37,2015-07-31,5
37,2015-08-31,9
37,2015-09-30,4
37,2015-10-31,3
37,2015-11-30,4
37,2015-12-31,7
37,2016-01-31,3
37,2016-02-29,4
37,2016-03-31,4
37,2016-04-30,2
37,2016-05-31,1
37,2016-06-30,2
37,2016-07-31,4
37,2016-08-31,1
37,2016-09-30,5
37,2016-10-31,2
37,2016-11-30,4
37,2016-12-31,4
37,2017-01-31,3
37,2017-02-28,4
37,2017-03-31,3
37,2017-04-30,4
37,2017-05-31,6
38,2014-01-31,1
38,2014-02-28,6
38,2014-03-31,3
38,2014-05-31,3
38,2014-06-30,3
38,2014-07-31,2
38,2014-08-31,1
38,2014-09-30,4
38,2014-10-31,2
38,2014-11-30,4
38,2015-01-31,1
38,2015-05-31,3
38,2015-09-30,1
38,2015-10-31,4
38,2015-11-30,5
38,2015-12-31,1
38,2016-01-31,2
38,2016-04-30,2
38,2016-06-30,3
38,2016-07-31,1
38,2016-09-30,2
38,2016-10-31,1
38,2016-11-30,2
38,2016-12-31,2
38,2017-01-31,1
38,2017-02-28,2
38,2017-03-31,1
38,2017-05-31,1
39,2014-01-31,4
39,2014-02-28,3
39,2014-03-31,3
39,2014-04-30,1
39,2014-05-31,5
39,2014-06-30,6
39,2014-07-31,5
39,2014-08-31,6
39,2014-09-30,3
39,2014-11-30,3
39,2014-12-31,17
39,2015-01-31,10
39,2015-02-28,1
39,2015-03-31,4
39,2015-04-30,2
39,2015-05-31,7
39,2015-06-30,3
39,2015-07-31,1
39,2015-08-31,1
39,2015-09-30,9
39,2015-10-31,3
39,2015-11-30,2
39,2015-12-31,4
39,2016-01-31,5
39,2016-02-29,6
39,2016-03-31,4
39,2016-04-30,3
39,2016-05-31,2
39,2016-06-30,2
39,2016-07-31,1
39,2016-08-31,4
39,2016-09-30,5
39,2016-10-31,4
39,2016-11-30,2
39,2016-12-31,3
39,2017-01-31,4
39,2017-02-28,2
39,2017-03-31,3
39,2017-04-30,2
39,2017-05-31,2
40,2014-01-31,1998
40,2014-02-28,1791
40,2014-03-31,2404
40,2014-04-30,2098
40,2014-05-31,2139
40,2014-06-30,1840
40,2014-07-31,1743
40,2014-08-31,2133
40,2014-09-30,2399
40,2014-10-31,2095
40,2014-11-30,1638
40,2014-12-31,1697
40,2015-01-31,3015
40,2015-02-28,1675
40,2015-03-31,1907
40,2015-04-30,1996
40,2015-05-31,2316
40,2015-06-30,2815
40,2015-07-31,2039
40,2015-08-31,2362
40,2015-09-30,2111
40,2015-10-31,2301
40,2015-11-30,2192
40,2015-12-31,1618
40,2016-01-31,1867
40,2016-02-29,1806
40,2016-03-31,1594
40,2016-04-30,1463
40,2016-05-31,1108
40,2016-06-30,1499
40,2016-07-31,1823
40,2016-08-31,2141
40,2016-09-30,2030
40,2016-10-31,2032
40,2016-11-30,1991
40,2016-12-31,2109
40,2017-01-31,2027
40,2017-02-28,2401
40,2017-03-31,2497
40,2017-04-30,2356
40,2017-05-31,2274
40,2017-06-30,1450
40,2017-07-31,2
40,2017-08-31,4
40,2017-09-30,7
40,2017-10-31,6
40,2017-11-30,3
40,2017-12-31,4
41,2014-01-31,1172
41,2014-02-28,1066
41,2014-03-31,1337
41,2014-04-30,1081
41,2014-05-31,1087
41,2014-06-30,880
41,2014-07-31,831
41,2014-08-31,1136
41,2014-09-30,1350
41,2014-10-31,955
41,2014-11-30,850
41,2014-12-31,1048
41,2015-01-31,1595
41,2015-02-28,707
41,2015-03-31,934
41,2015-04-30,794
41,2015-05-31,774
41,2015-06-30,1150
41,2015-07-31,921
41,2015-08-31,1009
41,2015-09-30,1351
41,2015-10-31,1283
41,2015-11-30,1408
41,2015-12-31,1324
41,2016-01-31,1085
41,2016-02-29,1410
41,2016-03-31,1389
41,2016-04-30,1199
41,2016-05-31,1158
41,2016-06-30,1017
41,2016-07-31,907
41,2016-08-31,1031
41,2016-09-30,1547
41,2016-10-31,1357
41,2016-11-30,1404
41,2016-12-31,1744
41,2017-01-31,1626
41,2017-02-28,1560
41,2017-03-31,1316
41,2017-04-30,1143
41,2017-05-31,1133
41,2017-06-30,772
41,2017-07-31,8
41,2017-08-31,4
41,2017-09-30,7
41,2017-10-31,3
41,2017-11-30,5
41,2017-12-31,4
42,2014-01-31,788
42,2014-02-28,928
42,2014-03-31,994
42,2014-04-30,628
42,2014-05-31,855
42,2014-06-30,651
42,2014-07-31,891
42,2014-08-31,1280
42,2014-09-30,1665
42,2014-10-31,1128
42,2014-11-30,1042
42,2014-12-31,1087
42,2015-01-31,1389
42,2015-02-28,1099
42,2015-03-31,1102
42,2015-04-30,1113
42,2015-05-31,1010
42,2015-06-30,1396
42,2015-07-31,1104
42,2015-08-31,1299
42,2015-09-30,1050
42,2015-10-31,1102
42,2015-11-30,1254
42,2015-12-31,1312
42,2016-01-31,1213
42,2016-02-29,1368
42,2016-03-31,1289
42,2016-04-30,1355
42,2016-05-31,801
42,2016-06-30,852
42,2016-07-31,1230
42,2016-08-31,1334
42,2016-09-30,1177
42,2016-10-31,1162
42,2016-11-30,1250
42,2016-12-31,1392
42,2017-01-31,1295
42,2017-02-28,1390
42,2017-03-31,1387
42,2017-04-30,1084
42,2017-05-31,1264
42,2017-06-30,696
42,2017-07-31,4
42,2017-08-31,6
42,2017-09-30,4
42,2017-10-31,8
42,2017-11-30,2
42,2017-12-31,3
43,2014-01-31,2283
43,2014-02-28,1974
43,2014-03-31,2443
43,2014-04-30,2229
43,2014-05-31,2290
43,2014-06-30,1973
43,2014-07-31,2130
43,2014-08-31,2172
43,2014-09-30,2483
43,2014-10-31,2379
43,2014-11-30,2335
43,2014-12-31,3154
43,2015-01-31,3238
43,2015-02-28,2006
43,2015-03-31,2914
43,2015-04-30,2241
43,2015-05-31,2479
43,2015-06-30,3297
43,2015-07-31,2252
43,2015-08-31,2113
43,2015-09-30,2081
43,2015-10-31,2354
43,2015-11-30,2176
43,2015-12-31,2236
43,2016-01-31,2269
43,2016-02-29,2555
43,2016-03-31,2494
43,2016-04-30,2379
43,2016-05-31,1687
43,2016-06-30,1665
43,2016-07-31,2229
43,2016-08-31,2571
43,2016-09-30,2431
43,2016-10-31,2416
43,2016-11-30,2042
43,2016-12-31,2269
43,2017-01-31,2218
43,2017-02-28,2018
43,2017-03-31,2047
43,2017-04-30,2041
43,2017-05-31,2100
43,2017-06-30,1395
43,2017-07-31,6
43,2017-08-31,4
43,2017-09-30,9
43,2017-10-31,9
43,2017-11-30,10
43,2017-12-31,5
44,2014-01-31,1861
44,2014-02-28,1795
44,2014-03-31,2083
44,2014-04-30,2007
44,2014-05-31,1975
44,2014-06-30,1893
44,2014-07-31,1827
44,2014-08-31,2176
44,2014-09-30,2458
44,2014-10-31,1578
44,2014-11-30,1416
44,2014-12-31,2127
44,2015-01-31,2105
44,2015-02-28,1267
44,2015-03-31,1902
44,2015-04-30,1897
44,2015-05-31,1872
44,2015-06-30,2806
44,2015-07-31,1928
44,2015-08-31,2164
44,2015-09-30,2012
44,2015-10-31,1909
44,2015-11-30,1598
44,2015-12-31,1378
44,2016-01-31,1495
44,2016-02-29,1707
44,2016-03-31,1838
44,2016-04-30,1986
44,2016-05-31,1273
44,2016-06-30,1471
44,2016-07-31,1908
44,2016-08-31,2208
44,2016-09-30,2317
44,2016-10-31,2574
44,2016-11-30,1937
44,2016-12-31,1889
44,2017-01-31,1845
44,2017-02-28,1651
44,2017-03-31,2199
44,2017-04-30,2132
44,2017-05-31,2255
44,2017-06-30,1309
44,2017-07-31,11
44,2017-08-31,4
44,2017-09-30,2
44,2017-10-31,9
44,2017-11-30,12
44,2017-12-31,7
45,2014-01-31,1672
45,2014-02-28,1560
45,2014-03-31,1856
45,2014-04-30,1874
45,2014-05-31,1993
45,2014-06-30,1847
45,2014-07-31,1917
45,2014-08-31,2200
45,2014-09-30,1950
45,2014-10-31,1663
45,2014-11-30,1432
45,2014-12-31,1387
45,2015-01-31,1683
45,2015-02-28,1187
45,2015-03-31,1273
45,2015-04-30,1166
45,2015-05-31,1366
45,2015-06-30,2029
45,2015-07-31,1616
45,2015-08-31,1496
45,2015-09-30,1363
45,2015-10-31,1363
45,2015-11-30,970
45,2015-12-31,1299
45,2016-01-31,1108
45,2016-02-29,1075
45,2016-03-31,1399
45,2016-04-30,1188
45,2016-05-31,974
45,2016-06-30,976
45,2016-07-31,1179
45,2016-08-31,1370
45,2016-09-30,1107
45,2016-10-31,1106
45,2016-11-30,996
45,2016-12-31,1095
45,2017-01-31,1173
45,2017-02-28,1064
45,2017-03-31,1120
45,2017-04-30,1039
45,2017-05-31,1049
45,2017-06-30,826
45,2017-07-31,11
45,2017-08-31,4
45,2017-09-30,2
45,2017-10-31,2
45,2017-11-30,1
45,2017-12-31,3
46,2014-01-31,2418
46,2014-02-28,2041
46,2014-03-31,2666
46,2014-04-30,2697
46,2014-05-31,2333
46,2014-06-30,2480
46,2014-07-31,2540
46,2014-08-31,2816
46,2014-09-30,3288
46,2014-10-31,2352
46,2014-11-30,2102
46,2014-12-31,2905
46,2015-01-31,3781
46,2015-02-28,2106
46,2015-03-31,2588
46,2015-04-30,2470
46,2015-05-31,2261
46,2015-06-30,3434
46,2015-07-31,2419
46,2015-08-31,2706
46,2015-09-30,2514
46,2015-10-31,2682
46,2015-11-30,2357
46,2015-12-31,2142
46,2016-01-31,2292
46,2016-02-29,2688
46,2016-03-31,3079
46,2016-04-30,3208
46,2016-05-31,2134
46,2016-06-30,1508
46,2016-07-31,1820
46,2016-08-31,2252
46,2016-09-30,2339
46,2016-10-31,2042
46,2016-11-30,2015
46,2016-12-31,2053
46,2017-01-31,1930
46,2017-02-28,1734
46,2017-03-31,2227
46,2017-04-30,2072
46,2017-05-31,1977
46,2017-06-30,1471
46,2017-07-31,5
46,2017-08-31,3
46,2017-09-30,3
46,2017-10-31,5
46,2017-11-30,8
46,2017-12-31,7
47,2014-01-31,2063
47,2014-02-28,2141
47,2014-03-31,2346
47,2014-04-30,1982
47,2014-05-31,1885
47,2014-06-30,1855
47,2014-07-31,2434
47,2014-08-31,3466
47,2014-09-30,2678
47,2014-10-31,2283
47,2014-11-30,2002
47,2014-12-31,1891
47,2015-01-31,2294
47,2015-02-28,1784
47,2015-03-31,2200
47,2015-04-30,1874
47,2015-05-31,1988
47,2015-06-30,3202
47,2015-07-31,2254
47,2015-08-31,2542
47,2015-09-30,2034
47,2015-10-31,1923
47,2015-11-30,1711
47,2015-12-31,2106
47,2016-01-31,2251
47,2016-02-29,2291
47,2016-03-31,2448
47,2016-04-30,2296
47,2016-05-31,1598
47,2016-06-30,1536
47,2016-07-31,1751
47,2016-08-31,2051
47,2016-09-30,1907
47,2016-10-31,1915
47,2016-11-30,2018
47,2016-12-31,2055
47,2017-01-31,1728
47,2017-02-28,1643
47,2017-03-31,1865
47,2017-04-30,1382
47,2017-05-31,1731
47,2017-06-30,1101
47,2017-07-31,6
47,2017-08-31,9
47,2017-09-30,4
47,2017-10-31,7
47,2017-11-30,6
47,2017-12-31,9
48,2014-01-31,1278
48,2014-02-28,1229
48,2014-03-31,1521
48,2014-04-30,1354
48,2014-05-31,1560
48,2014-06-30,1355
48,2014-07-31,1348
48,2014-08-31,1398
48,2014-09-30,1709
48,2014-10-31,1499
48,2014-11-30,1475
48,2014-12-31,1747
48,2015-01-31,2347
48,2015-02-28,1154
48,2015-03-31,1301
48,2015-04-30,1367
48,2015-05-31,1291
48,2015-06-30,1610
48,2015-07-31,1366
48,2015-08-31,1429
48,2015-09-30,1500
48,2015-10-31,1398
48,2015-11-30,1237
48,2015-12-31,1200
48,2016-01-31,1068
48,2016-02-29,1414
48,2016-03-31,1434
48,2016-04-30,1463
48,2016-05-31,1295
48,2016-06-30,833
48,2016-07-31,1134
